Timestamp,Node ID,X Position,Y Position,Speed,Distance DL,Distance UL,Throughput DL,Throughput UL,Spectral Efficiency DL,Spectral Efficiency UL,Fading DL,Fading UL,Useful Throughput DL,Throughput UL
0.1,0,48.4,76.76,13.72,90.74501418810843,90.74501418810843,38.53287121148744,11.672920267618057,19.26643560574372,12.070953167387373,0.9310434652451922,0.876484482798007,26.58768113592633,8.05431498465646
0.1,1,42.23,98.4,14.35,107.07909646611705,107.07909646611705,42.73275162666734,14.645358405013164,21.36637581333367,13.520781906896723,1.4441426089477787,1.3385433218743104,29.48559862240046,10.105297299459082
0.1,2,82.93,1.6,13.05,82.9454332679021,82.9454332679021,26.266483496463877,7.775844731452087,13.13324174823194,9.852027046368892,0.9254546169403122,1.5270197670529717,18.123873612560075,5.36533286470194
0.1,3,101.6,61.91,15.75,118.97650230192514,118.97650230192514,36.54011311552115,12.82317666627821,18.27005655776058,12.651721352505295,0.8256908058052215,0.7667343474617669,25.21267804970959,8.847991899731964
0.1,4,33.27,51.6,12.38,61.39587038229852,61.39587038229852,32.920028432777364,7.057667727147548,16.460014216388682,9.386040189378278,1.516268870178185,1.624938788192811,22.714819618616378,4.869790731731808
0.1,5,0.4,80.33,14.12,80.33099588577251,80.33099588577251,42.911819002833624,8.724590501674287,21.455909501416812,10.435765976782761,0.9496789659314977,0.3589616035866987,29.6091551119552,6.019967446155258
0.1,6,1.6,26.22,13.67,26.26877233522724,26.26877233522724,46.40364958823443,23.589367417084766,23.201824794117215,17.15971034991562,1.0003488800703062,0.7396771656535238,32.018518215881755,16.27666351778849
0.1,7,65.7,51.6,15.75,83.54070863956088,83.54070863956088,39.140336032721315,13.147679871647936,19.570168016360658,12.810803387501172,0.8296409386614619,0.8840086194363894,27.006831862577705,9.071899111437075
0.1,8,48.4,83.26,10.31,96.30569868912224,96.30569868912224,43.24327549183586,12.802206282859634,21.62163774591793,12.641372122644611,1.505949668357437,1.0530973187260135,29.837860089366742,8.833522335173146
0.1,9,0.4,78.12,10.69,78.12102405882811,78.12102405882811,41.99572183136662,16.373833191322394,20.997860915683315,14.296409725825294,1.2458451223547047,0.9612904504412694,28.977048063642968,11.297944902012452
0.2,0,48.4,75.39,13.66,89.58912936288644,89.58912936288644,39.95134313234331,13.278341849845782,19.975671566171656,13.070554161347973,0.6555149198757619,0.657569037487616,27.566426761316883,9.16205587639359
0.2,1,43.66,98.4,14.29,107.65108266989236,107.65108266989236,36.5919588375707,13.659211237503264,18.295979418785354,13.256683540988531,0.6768353034998718,0.6356293777481367,25.248451597923783,9.424855753877251
0.2,2,81.63,1.6,12.99,81.64567900385175,81.64567900385175,29.7809274789999,4.41203307548387,14.890463739499952,7.53427483192907,0.8546504703153117,1.1488218673682276,20.54883996050993,3.04430282208387
0.2,3,101.6,63.48,15.69,119.80096159881188,119.80096159881188,41.708112059276694,11.867567224365532,20.854056029638347,12.356712114098158,0.8429762406819651,0.7369449829591664,28.778597320900918,8.188621384812215
0.2,4,32.04,51.6,12.32,60.73813958296714,60.73813958296714,20.986193506352706,5.230850852781262,10.493096753176355,8.203671224270613,0.2856046206590893,0.7840393557532969,14.480473519383366,3.6092870884190704
0.2,5,0.4,78.93,14.06,78.93101354980817,78.93101354980817,40.90170162848435,16.846232988821026,20.450850814242177,14.722225984036744,0.9610953787236717,1.1604080148228575,28.222174123654202,11.623900762286507
0.2,6,1.6,27.57,13.55,27.616388250457373,27.616388250457373,48.11669062565223,22.485405762534473,24.058345312826116,17.008751767579565,1.2874868192396216,0.9285267606273967,33.20051653170004,15.514929976148785
0.2,7,64.22,51.6,14.85,82.38184508737346,82.38184508737346,42.46764488572804,17.44128014556722,21.233822442864025,14.979980820815062,1.121843781485069,1.3500106051333989,29.302674971152346,12.03448330044138
0.2,8,48.4,83.26,10.31,96.30569868912224,96.30569868912224,41.84074858727697,12.524242279653674,20.920374293638485,12.693979966639949,0.9448600246567065,0.7798222833176351,28.870116525221107,8.641727172961033
0.2,9,0.4,78.12,10.69,78.12102405882811,78.12102405882811,41.19615825607793,17.101496275749735,20.598079128038965,14.8333462167325,0.8687771490865409,1.2727674467818175,28.42534919669377,11.800032430267317
0.3,0,48.4,74.03,13.6,88.4477297617073,88.4477297617073,40.15364392232014,12.675061307536058,20.07682196116007,12.765757348336196,0.7136571341790675,0.9489991930855406,27.706014306400895,8.74579230219988
0.3,1,45.09,98.4,14.29,108.23893985068406,108.23893985068406,37.258794709039734,17.874251755503103,18.629397354519867,15.159521247917024,0.7790404086576569,0.7882952928781974,25.708568349237414,12.33323371129714
0.3,2,80.34,1.6,12.94,80.35593070831798,80.35593070831798,28.553166745636563,4.505777658906139,14.276583372818282,7.611257752915635,1.2089230928249721,1.0185991125326774,19.70168505448923,3.1089865846452356
0.3,3,101.6,65.04,15.63,120.63482747531909,120.63482747531909,44.815673992915805,13.424093902655057,22.407836996457906,13.137539702112308,1.4644607603025341,0.8021223209520749,30.922815055111904,9.26262479283199
0.3,4,30.81,51.6,12.26,60.09838683359146,60.09838683359146,29.32628644769427,8.58486133846101,14.663143223847136,10.50601927434151,1.376952245653585,2.1963318852359714,20.235137648909046,5.923554323538097
0.3,5,0.4,77.53,14.0,77.53103185176887,77.53103185176887,46.396376250859895,10.018278239401884,23.198188125429947,11.349274373974932,0.8849778392378967,0.5857433855956405,32.01349961309332,6.912611985187299
0.3,6,1.6,28.88,13.1,28.924287372379634,28.924287372379634,47.528913747289664,21.581098006171565,23.764456873644832,16.657442365242495,1.0258641148687488,1.3029599535956582,32.79495048562987,14.890957624258379
